date,time,year,month,day,week,day_of_week,coordinates
2011-08-29,7:04:48 PM,2011,8,29,35,0,"(42.395218, -88.095685)"
2011-08-29,7:04:58 PM,2011,8,29,35,0,"(42.394932, -88.095555)"
2011-08-29,7:05:08 PM,2011,8,29,35,0,"(42.394617, -88.095597)"
2011-08-29,7:05:18 PM,2011,8,29,35,0,"(42.39429, -88.0956)"
2011-08-29,7:05:28 PM,2011,8,29,35,0,"(42.393957, -88.095485)"
2011-08-29,7:05:38 PM,2011,8,29,35,0,"(42.393673, -88.095372)"
2011-08-29,7:05:48 PM,2011,8,29,35,0,"(42.393332, -88.095222)"
2011-08-29,7:05:58 PM,2011,8,29,35,0,"(42.393037, -88.095143)"
2011-08-29,7:06:08 PM,2011,8,29,35,0,"(42.392647, -88.095138)"
2011-08-29,7:06:18 PM,2011,8,29,35,0,"(42.392348, -88.09514)"
2011-08-29,7:06:28 PM,2011,8,29,35,0,"(42.392237, -88.095455)"
2011-08-29,7:06:38 PM,2011,8,29,35,0,"(42.392247, -88.09598)"
2011-08-29,7:06:48 PM,2011,8,29,35,0,"(42.392463, -88.096435)"
2011-08-29,7:06:58 PM,2011,8,29,35,0,"(42.392838, -88.096445)"
2011-08-29,7:07:08 PM,2011,8,29,35,0,"(42.393193, -88.096447)"
2011-08-29,7:07:18 PM,2011,8,29,35,0,"(42.393488, -88.096267)"
2011-08-29,7:07:28 PM,2011,8,29,35,0,"(42.393603, -88.095917)"
2011-08-29,7:07:38 PM,2011,8,29,35,0,"(42.393678, -88.095593)"
2011-08-29,7:08:18 PM,2011,8,29,35,0,"(42.392527, -88.095148)"
2011-08-29,7:08:28 PM,2011,8,29,35,0,"(42.392197, -88.095163)"
2011-08-29,7:08:38 PM,2011,8,29,35,0,"(42.39186, -88.09514)"
2011-08-29,7:08:48 PM,2011,8,29,35,0,"(42.391518, -88.095143)"
2011-08-29,7:08:58 PM,2011,8,29,35,0,"(42.391297, -88.095203)"
2011-08-29,7:09:08 PM,2011,8,29,35,0,"(42.391275, -88.095608)"
2011-08-29,7:09:18 PM,2011,8,29,35,0,"(42.39127, -88.096035)"
2011-08-29,7:09:28 PM,2011,8,29,35,0,"(42.391238, -88.096468)"
2011-08-29,7:09:38 PM,2011,8,29,35,0,"(42.390952, -88.096437)"
2011-08-29,7:09:48 PM,2011,8,29,35,0,"(42.390642, -88.09644)"
2011-08-29,7:09:58 PM,2011,8,29,35,0,"(42.390335, -88.096443)"
2011-08-29,7:10:08 PM,2011,8,29,35,0,"(42.390048, -88.096435)"
2011-08-29,7:10:18 PM,2011,8,29,35,0,"(42.38987, -88.096258)"
2011-08-29,7:10:28 PM,2011,8,29,35,0,"(42.389867, -88.095878)"
2011-08-29,7:10:38 PM,2011,8,29,35,0,"(42.389858, -88.095487)"
2011-08-29,7:10:48 PM,2011,8,29,35,0,"(42.389855, -88.09508)"
2011-08-29,7:10:58 PM,2011,8,29,35,0,"(42.389843, -88.094667)"
2011-08-29,7:11:08 PM,2011,8,29,35,0,"(42.389835, -88.094218)"
2011-08-29,7:11:18 PM,2011,8,29,35,0,"(42.389712, -88.09391)"
2011-08-29,7:11:28 PM,2011,8,29,35,0,"(42.38946, -88.093895)"
2011-08-29,7:11:58 PM,2011,8,29,35,0,"(42.389722, -88.093833)"
2011-08-29,7:12:28 PM,2011,8,29,35,0,"(42.389857, -88.094905)"
2011-08-29,7:12:38 PM,2011,8,29,35,0,"(42.390067, -88.095155)"
2011-08-29,7:12:48 PM,2011,8,29,35,0,"(42.39057, -88.095143)"
2011-08-29,7:12:58 PM,2011,8,29,35,0,"(42.390953, -88.095145)"
2011-08-29,7:13:08 PM,2011,8,29,35,0,"(42.391225, -88.095153)"
2011-08-29,7:13:18 PM,2011,8,29,35,0,"(42.391532, -88.095155)"
2011-08-29,7:13:28 PM,2011,8,29,35,0,"(42.391855, -88.095172)"
2011-08-29,7:14:08 PM,2011,8,29,35,0,"(42.392988, -88.09497)"
2011-08-29,7:14:18 PM,2011,8,29,35,0,"(42.393053, -88.094515)"
2011-08-29,7:14:28 PM,2011,8,29,35,0,"(42.393093, -88.094055)"
2011-08-29,7:14:38 PM,2011,8,29,35,0,"(42.392902, -88.093853)"
2011-08-29,7:14:48 PM,2011,8,29,35,0,"(42.392587, -88.093867)"
2011-08-29,7:14:58 PM,2011,8,29,35,0,"(42.392308, -88.093873)"
2011-08-29,7:15:18 PM,2011,8,29,35,0,"(42.392183, -88.093767)"
2011-08-29,7:15:28 PM,2011,8,29,35,0,"(42.392508, -88.093847)"
2011-09-07,7:52:52 PM,2011,9,7,36,2,"(41.981433, -87.787777)"
2011-09-07,7:53:02 PM,2011,9,7,36,2,"(41.980998, -87.787778)"
2011-09-07,7:53:12 PM,2011,9,7,36,2,"(41.98056, -87.787762)"
2011-09-07,7:53:22 PM,2011,9,7,36,2,"(41.980198, -87.787758)"
2011-09-07,7:53:32 PM,2011,9,7,36,2,"(41.979752, -87.787765)"
2011-09-07,7:53:42 PM,2011,9,7,36,2,"(41.979352, -87.787753)"
2011-09-07,7:53:52 PM,2011,9,7,36,2,"(41.97885, -87.787763)"
2011-09-07,7:54:02 PM,2011,9,7,36,2,"(41.978398, -87.787773)"
2011-09-07,7:54:12 PM,2011,9,7,36,2,"(41.97799, -87.78776)"
2011-09-07,7:54:22 PM,2011,9,7,36,2,"(41.977495, -87.787778)"
2011-09-07,7:55:42 PM,2011,9,7,36,2,"(41.975373, -87.787837)"
2011-09-07,7:55:52 PM,2011,9,7,36,2,"(41.974823, -87.787842)"
2011-09-07,7:56:02 PM,2011,9,7,36,2,"(41.974283, -87.787867)"
2011-09-07,7:56:12 PM,2011,9,7,36,2,"(41.97381, -87.78788)"
2011-09-07,7:56:22 PM,2011,9,7,36,2,"(41.973353, -87.78788)"
2011-09-07,7:56:32 PM,2011,9,7,36,2,"(41.972905, -87.787893)"
2011-09-07,7:56:42 PM,2011,9,7,36,2,"(41.972447, -87.787893)"
2011-09-07,7:56:52 PM,2011,9,7,36,2,"(41.971918, -87.787922)"
2011-09-07,7:57:02 PM,2011,9,7,36,2,"(41.971383, -87.787928)"
2011-09-07,7:57:12 PM,2011,9,7,36,2,"(41.970898, -87.78792)"
2011-09-07,7:57:22 PM,2011,9,7,36,2,"(41.9704, -87.787947)"
2011-09-07,7:57:32 PM,2011,9,7,36,2,"(41.96987, -87.787962)"
2011-09-07,7:57:42 PM,2011,9,7,36,2,"(41.96934, -87.787978)"
2011-09-07,7:58:12 PM,2011,9,7,36,2,"(41.968553, -87.788695)"
2011-09-07,7:58:22 PM,2011,9,7,36,2,"(41.968557, -87.789108)"
2011-09-07,7:58:32 PM,2011,9,7,36,2,"(41.968763, -87.789148)"
2011-09-07,7:59:02 PM,2011,9,7,36,2,"(41.968867, -87.789165)"
2011-09-07,7:59:12 PM,2011,9,7,36,2,"(41.969145, -87.789177)"
2011-09-07,7:59:22 PM,2011,9,7,36,2,"(41.969422, -87.789202)"
2011-09-07,7:59:32 PM,2011,9,7,36,2,"(41.969692, -87.789203)"
2011-09-07,7:59:52 PM,2011,9,7,36,2,"(41.970253, -87.789247)"
2011-09-07,8:00:02 PM,2011,9,7,36,2,"(41.970648, -87.789243)"
2011-09-07,8:00:12 PM,2011,9,7,36,2,"(41.970997, -87.789233)"
2011-09-07,8:00:22 PM,2011,9,7,36,2,"(41.971383, -87.789225)"
2011-09-07,8:00:32 PM,2011,9,7,36,2,"(41.97171, -87.789227)"
2011-09-07,8:00:42 PM,2011,9,7,36,2,"(41.972065, -87.789248)"
2011-09-07,8:00:52 PM,2011,9,7,36,2,"(41.972455, -87.789243)"
2011-09-07,8:01:02 PM,2011,9,7,36,2,"(41.97281, -87.789247)"
2011-09-07,8:01:12 PM,2011,9,7,36,2,"(41.973147, -87.789237)"
2011-09-07,8:01:22 PM,2011,9,7,36,2,"(41.973418, -87.789218)"
2011-09-07,8:01:42 PM,2011,9,7,36,2,"(41.974102, -87.789228)"
2011-09-07,8:01:52 PM,2011,9,7,36,2,"(41.974587, -87.789217)"
2011-09-07,8:02:02 PM,2011,9,7,36,2,"(41.974948, -87.789208)"
2011-09-07,8:02:32 PM,2011,9,7,36,2,"(41.975467, -87.789173)"
2011-09-07,8:02:42 PM,2011,9,7,36,2,"(41.975953, -87.78916)"
2011-09-07,8:03:02 PM,2011,9,7,36,2,"(41.976428, -87.789138)"
2011-09-07,8:03:12 PM,2011,9,7,36,2,"(41.976807, -87.789148)"
2011-09-07,8:03:22 PM,2011,9,7,36,2,"(41.977197, -87.78914)"
2011-09-07,8:03:32 PM,2011,9,7,36,2,"(41.977528, -87.789157)"
2011-09-07,8:03:42 PM,2011,9,7,36,2,"(41.977958, -87.789152)"
2011-09-07,8:03:52 PM,2011,9,7,36,2,"(41.97835, -87.789163)"
2011-09-07,8:04:02 PM,2011,9,7,36,2,"(41.978745, -87.789143)"
2011-09-07,8:04:12 PM,2011,9,7,36,2,"(41.97916, -87.789132)"
2011-09-07,8:04:32 PM,2011,9,7,36,2,"(41.9799, -87.789125)"
2011-09-07,8:04:42 PM,2011,9,7,36,2,"(41.980413, -87.789118)"
2011-09-07,8:05:02 PM,2011,9,7,36,2,"(41.980715, -87.789702)"
2011-09-07,8:05:12 PM,2011,9,7,36,2,"(41.980752, -87.79012)"
2011-09-07,8:05:22 PM,2011,9,7,36,2,"(41.980585, -87.790227)"
2011-09-07,8:05:32 PM,2011,9,7,36,2,"(41.980252, -87.790213)"
2011-09-07,8:05:42 PM,2011,9,7,36,2,"(41.97995, -87.790218)"
2011-09-07,8:05:52 PM,2011,9,7,36,2,"(41.979597, -87.790208)"
2011-09-07,8:06:02 PM,2011,9,7,36,2,"(41.979312, -87.790195)"
2011-09-07,8:06:12 PM,2011,9,7,36,2,"(41.979005, -87.790203)"
2011-09-07,8:06:22 PM,2011,9,7,36,2,"(41.978637, -87.790202)"
2011-09-07,8:06:32 PM,2011,9,7,36,2,"(41.978332, -87.790198)"
2011-09-07,8:06:52 PM,2011,9,7,36,2,"(41.97771, -87.790205)"
2011-09-07,8:07:02 PM,2011,9,7,36,2,"(41.977343, -87.790213)"
2011-09-07,8:07:22 PM,2011,9,7,36,2,"(41.977107, -87.790237)"
2011-09-07,8:07:32 PM,2011,9,7,36,2,"(41.976707, -87.790223)"
2011-09-07,8:07:42 PM,2011,9,7,36,2,"(41.976298, -87.79024)"
2011-09-07,8:07:52 PM,2011,9,7,36,2,"(41.975905, -87.790252)"
2011-09-07,8:08:02 PM,2011,9,7,36,2,"(41.975588, -87.790242)"
2011-09-07,8:08:12 PM,2011,9,7,36,2,"(41.97526, -87.790225)"
2011-09-07,8:08:22 PM,2011,9,7,36,2,"(41.974803, -87.790247)"
2011-09-07,8:08:32 PM,2011,9,7,36,2,"(41.97428, -87.790243)"
2011-09-07,8:08:42 PM,2011,9,7,36,2,"(41.973785, -87.790255)"
2011-09-07,8:08:52 PM,2011,9,7,36,2,"(41.973175, -87.790268)"
2011-09-07,8:09:02 PM,2011,9,7,36,2,"(41.972635, -87.79028)"
2011-09-07,8:09:12 PM,2011,9,7,36,2,"(41.972258, -87.790297)"
2011-09-07,8:09:22 PM,2011,9,7,36,2,"(41.971703, -87.790313)"
2011-09-07,8:09:32 PM,2011,9,7,36,2,"(41.97111, -87.790322)"
2011-09-07,8:09:42 PM,2011,9,7,36,2,"(41.970617, -87.79034)"
2011-09-07,8:09:52 PM,2011,9,7,36,2,"(41.970415, -87.790488)"
2011-09-07,8:10:32 PM,2011,9,7,36,2,"(41.970898, -87.791507)"
2011-09-07,8:10:42 PM,2011,9,7,36,2,"(41.971325, -87.791503)"
2011-09-07,8:10:52 PM,2011,9,7,36,2,"(41.971793, -87.791505)"
2011-09-07,8:11:02 PM,2011,9,7,36,2,"(41.972232, -87.791522)"
2011-09-07,8:11:12 PM,2011,9,7,36,2,"(41.972723, -87.791525)"
2011-09-07,8:11:22 PM,2011,9,7,36,2,"(41.973238, -87.791528)"
2011-09-07,8:11:32 PM,2011,9,7,36,2,"(41.973685, -87.791533)"
2011-09-07,8:11:42 PM,2011,9,7,36,2,"(41.974243, -87.791545)"
2011-09-07,8:11:52 PM,2011,9,7,36,2,"(41.974732, -87.79154)"
2011-09-07,8:12:02 PM,2011,9,7,36,2,"(41.975232, -87.791545)"
2011-09-07,8:12:32 PM,2011,9,7,36,2,"(41.975683, -87.791577)"
2011-09-07,8:12:42 PM,2011,9,7,36,2,"(41.976125, -87.791597)"
2011-09-07,8:12:52 PM,2011,9,7,36,2,"(41.97661, -87.79159)"
2011-09-07,8:13:02 PM,2011,9,7,36,2,"(41.977062, -87.791575)"
2011-09-07,8:13:12 PM,2011,9,7,36,2,"(41.977452, -87.791562)"
2011-09-07,8:13:22 PM,2011,9,7,36,2,"(41.977937, -87.791547)"
2011-09-07,8:13:32 PM,2011,9,7,36,2,"(41.978433, -87.791537)"
2011-09-07,8:13:42 PM,2011,9,7,36,2,"(41.97887, -87.791528)"
2011-09-07,8:13:52 PM,2011,9,7,36,2,"(41.978985, -87.79125)"
2011-09-07,8:14:02 PM,2011,9,7,36,2,"(41.979003, -87.790738)"
2011-09-07,8:14:12 PM,2011,9,7,36,2,"(41.979208, -87.79035)"
2011-09-07,8:14:22 PM,2011,9,7,36,2,"(41.979698, -87.790342)"
2011-09-07,8:14:32 PM,2011,9,7,36,2,"(41.980188, -87.790335)"
2011-09-07,8:14:42 PM,2011,9,7,36,2,"(41.980657, -87.790328)"
2011-09-07,8:14:52 PM,2011,9,7,36,2,"(41.980805, -87.790742)"
2011-09-07,8:15:02 PM,2011,9,7,36,2,"(41.980822, -87.791435)"
2011-09-07,8:15:12 PM,2011,9,7,36,2,"(41.980842, -87.792058)"
2011-09-07,8:15:42 PM,2011,9,7,36,2,"(41.980405, -87.792628)"
2011-09-07,8:17:22 PM,2011,9,7,36,2,"(41.977662, -87.792682)"
2011-09-07,8:17:32 PM,2011,9,7,36,2,"(41.9771, -87.79268)"
2011-09-07,8:17:42 PM,2011,9,7,36,2,"(41.976547, -87.792688)"
2011-09-07,8:17:52 PM,2011,9,7,36,2,"(41.975997, -87.792708)"
2011-09-07,8:18:02 PM,2011,9,7,36,2,"(41.975587, -87.79271)"
2011-09-07,8:18:12 PM,2011,9,7,36,2,"(41.975132, -87.792702)"
2011-09-07,8:18:22 PM,2011,9,7,36,2,"(41.974712, -87.792675)"
2011-09-07,8:18:32 PM,2011,9,7,36,2,"(41.97419, -87.79271)"
2011-09-07,8:18:42 PM,2011,9,7,36,2,"(41.9737, -87.792705)"
2011-09-07,8:18:52 PM,2011,9,7,36,2,"(41.973148, -87.79272)"
2011-09-07,8:19:02 PM,2011,9,7,36,2,"(41.972628, -87.792733)"
2011-09-07,8:19:12 PM,2011,9,7,36,2,"(41.972203, -87.79274)"
2011-09-07,8:19:22 PM,2011,9,7,36,2,"(41.971692, -87.79276)"
2011-09-07,8:19:32 PM,2011,9,7,36,2,"(41.971123, -87.792767)"
2011-09-07,8:19:42 PM,2011,9,7,36,2,"(41.970625, -87.792782)"
2011-09-07,8:19:52 PM,2011,9,7,36,2,"(41.970127, -87.7928)"
2011-09-07,8:20:02 PM,2011,9,7,36,2,"(41.969605, -87.792792)"
2011-09-07,8:20:12 PM,2011,9,7,36,2,"(41.969055, -87.79281)"
2011-09-07,8:20:42 PM,2011,9,7,36,2,"(41.968615, -87.793047)"
2011-09-07,8:20:52 PM,2011,9,7,36,2,"(41.96859, -87.793847)"
2011-09-07,8:21:02 PM,2011,9,7,36,2,"(41.968782, -87.794017)"
2011-09-07,8:21:12 PM,2011,9,7,36,2,"(41.969238, -87.79403)"
2011-09-07,8:21:22 PM,2011,9,7,36,2,"(41.969722, -87.794017)"
2011-09-07,8:21:32 PM,2011,9,7,36,2,"(41.970172, -87.794005)"
2011-09-07,8:21:42 PM,2011,9,7,36,2,"(41.970575, -87.794015)"
2011-09-07,8:21:52 PM,2011,9,7,36,2,"(41.971, -87.794018)"
2011-09-07,8:22:02 PM,2011,9,7,36,2,"(41.971445, -87.79401)"
2011-09-07,8:22:12 PM,2011,9,7,36,2,"(41.971885, -87.794003)"
2011-09-07,8:22:22 PM,2011,9,7,36,2,"(41.972442, -87.79401)"
2011-09-07,8:22:32 PM,2011,9,7,36,2,"(41.973043, -87.793988)"
2011-09-07,8:22:52 PM,2011,9,7,36,2,"(41.974102, -87.793973)"
2011-09-07,8:23:02 PM,2011,9,7,36,2,"(41.97469, -87.79396)"
2011-09-07,8:23:12 PM,2011,9,7,36,2,"(41.975152, -87.793953)"
2011-09-07,8:23:22 PM,2011,9,7,36,2,"(41.975585, -87.793952)"
2011-09-07,8:23:32 PM,2011,9,7,36,2,"(41.97613, -87.793943)"
2011-09-07,8:23:42 PM,2011,9,7,36,2,"(41.97662, -87.793927)"
2011-09-07,8:23:52 PM,2011,9,7,36,2,"(41.97707, -87.793917)"
2011-09-07,8:24:02 PM,2011,9,7,36,2,"(41.977663, -87.793912)"
2011-09-07,8:24:12 PM,2011,9,7,36,2,"(41.978137, -87.793902)"
2011-09-07,8:24:22 PM,2011,9,7,36,2,"(41.978717, -87.793912)"
2011-09-07,8:24:32 PM,2011,9,7,36,2,"(41.979255, -87.793902)"
2011-09-07,8:24:42 PM,2011,9,7,36,2,"(41.979798, -87.793898)"
2011-09-07,8:26:12 PM,2011,9,7,36,2,"(41.97803, -87.795082)"
2011-09-07,8:26:22 PM,2011,9,7,36,2,"(41.977522, -87.795093)"
2011-09-07,8:26:32 PM,2011,9,7,36,2,"(41.977028, -87.795107)"
2011-09-07,8:26:42 PM,2011,9,7,36,2,"(41.976615, -87.795113)"
2011-09-07,8:26:52 PM,2011,9,7,36,2,"(41.976287, -87.795122)"
2011-09-07,8:27:02 PM,2011,9,7,36,2,"(41.97585, -87.795142)"
2011-09-07,8:27:12 PM,2011,9,7,36,2,"(41.975507, -87.79513)"
2011-09-07,8:27:22 PM,2011,9,7,36,2,"(41.975063, -87.795103)"
2011-09-07,8:27:32 PM,2011,9,7,36,2,"(41.974527, -87.795105)"
2011-09-07,8:27:42 PM,2011,9,7,36,2,"(41.974038, -87.795103)"
2011-09-07,8:27:52 PM,2011,9,7,36,2,"(41.97354, -87.79512)"
2011-09-07,8:28:02 PM,2011,9,7,36,2,"(41.972992, -87.795132)"
2011-09-07,8:28:12 PM,2011,9,7,36,2,"(41.972425, -87.795147)"
2011-09-07,8:28:22 PM,2011,9,7,36,2,"(41.971858, -87.795158)"
2011-09-07,8:28:32 PM,2011,9,7,36,2,"(41.97137, -87.795172)"
2011-09-07,8:28:42 PM,2011,9,7,36,2,"(41.97085, -87.795183)"
2011-09-07,8:28:52 PM,2011,9,7,36,2,"(41.97038, -87.795182)"
2011-09-07,8:29:02 PM,2011,9,7,36,2,"(41.969785, -87.795195)"
2011-09-07,8:29:12 PM,2011,9,7,36,2,"(41.969212, -87.795203)"
2011-09-07,8:29:22 PM,2011,9,7,36,2,"(41.968615, -87.795268)"
2011-09-07,8:29:32 PM,2011,9,7,36,2,"(41.96858, -87.796065)"
2011-09-07,8:29:42 PM,2011,9,7,36,2,"(41.968762, -87.79645)"
2011-09-07,8:29:52 PM,2011,9,7,36,2,"(41.969278, -87.796443)"
2011-09-07,8:30:02 PM,2011,9,7,36,2,"(41.969778, -87.796443)"
2011-09-07,8:30:12 PM,2011,9,7,36,2,"(41.970187, -87.796447)"
2011-09-07,8:30:22 PM,2011,9,7,36,2,"(41.97072, -87.796453)"
2011-09-07,8:30:32 PM,2011,9,7,36,2,"(41.971317, -87.79644)"
2011-09-07,8:30:42 PM,2011,9,7,36,2,"(41.971792, -87.796445)"
2011-09-07,8:31:02 PM,2011,9,7,36,2,"(41.971968, -87.797247)"
2011-09-07,8:31:12 PM,2011,9,7,36,2,"(41.97201, -87.797597)"
2011-09-07,8:31:22 PM,2011,9,7,36,2,"(41.9725, -87.797608)"
2011-09-07,8:31:32 PM,2011,9,7,36,2,"(41.972958, -87.797608)"
2011-09-07,8:31:42 PM,2011,9,7,36,2,"(41.973497, -87.797613)"
2011-09-07,8:31:52 PM,2011,9,7,36,2,"(41.974035, -87.797608)"
2011-09-07,8:32:02 PM,2011,9,7,36,2,"(41.974658, -87.797612)"
2011-09-07,8:32:12 PM,2011,9,7,36,2,"(41.975198, -87.797603)"
2011-09-07,8:32:22 PM,2011,9,7,36,2,"(41.975648, -87.797602)"
2011-09-07,8:32:32 PM,2011,9,7,36,2,"(41.976238, -87.79759)"
2011-09-07,8:32:42 PM,2011,9,7,36,2,"(41.976847, -87.797598)"
2011-09-07,8:33:02 PM,2011,9,7,36,2,"(41.97818, -87.79757)"
2011-09-07,8:33:12 PM,2011,9,7,36,2,"(41.978663, -87.79759)"
2011-09-07,8:33:22 PM,2011,9,7,36,2,"(41.979112, -87.797697)"
2011-09-07,8:33:32 PM,2011,9,7,36,2,"(41.97972, -87.797682)"
2011-09-07,8:33:42 PM,2011,9,7,36,2,"(41.980293, -87.797692)"
2011-09-07,8:33:52 PM,2011,9,7,36,2,"(41.980888, -87.797682)"
2011-09-07,8:34:02 PM,2011,9,7,36,2,"(41.981223, -87.79768)"
2011-09-07,8:34:42 PM,2011,9,7,36,2,"(41.981603, -87.798467)"
2011-09-07,8:34:52 PM,2011,9,7,36,2,"(41.98154, -87.798838)"
2011-09-07,8:35:02 PM,2011,9,7,36,2,"(41.981097, -87.798852)"
2011-09-07,8:35:12 PM,2011,9,7,36,2,"(41.980555, -87.79885)"
2011-09-07,8:35:22 PM,2011,9,7,36,2,"(41.980025, -87.798852)"
2011-09-07,8:35:32 PM,2011,9,7,36,2,"(41.979513, -87.798867)"
2011-09-07,8:35:52 PM,2011,9,7,36,2,"(41.97917, -87.798772)"
2011-09-07,8:36:02 PM,2011,9,7,36,2,"(41.978658, -87.798763)"
2011-09-07,8:36:12 PM,2011,9,7,36,2,"(41.978147, -87.798773)"
2011-09-07,8:36:22 PM,2011,9,7,36,2,"(41.97762, -87.798775)"
2011-09-07,8:36:32 PM,2011,9,7,36,2,"(41.97714, -87.798777)"
2011-09-07,8:36:42 PM,2011,9,7,36,2,"(41.97651, -87.798775)"
2011-09-07,8:36:52 PM,2011,9,7,36,2,"(41.975917, -87.798773)"
2011-09-07,8:37:32 PM,2011,9,7,36,2,"(41.975372, -87.798775)"
2011-09-07,8:37:42 PM,2011,9,7,36,2,"(41.974842, -87.79879)"
2011-09-07,8:37:52 PM,2011,9,7,36,2,"(41.974265, -87.798805)"
2011-09-07,8:38:02 PM,2011,9,7,36,2,"(41.97377, -87.798797)"
2011-09-07,8:38:12 PM,2011,9,7,36,2,"(41.973175, -87.798805)"
2011-09-07,8:38:22 PM,2011,9,7,36,2,"(41.972953, -87.798967)"
2011-09-07,8:38:32 PM,2011,9,7,36,2,"(41.972622, -87.799048)"
2011-09-07,8:38:42 PM,2011,9,7,36,2,"(41.97211, -87.798975)"
2011-09-07,8:38:52 PM,2011,9,7,36,2,"(41.971638, -87.798813)"
2011-09-07,8:39:02 PM,2011,9,7,36,2,"(41.97103, -87.798838)"
2011-09-07,8:39:12 PM,2011,9,7,36,2,"(41.970478, -87.798837)"
2011-09-07,8:39:22 PM,2011,9,7,36,2,"(41.969998, -87.798822)"
2011-09-07,8:39:32 PM,2011,9,7,36,2,"(41.969442, -87.798848)"
2011-09-07,8:39:42 PM,2011,9,7,36,2,"(41.968855, -87.798867)"
2011-09-07,8:40:02 PM,2011,9,7,36,2,"(41.968538, -87.799545)"
2011-09-07,8:40:12 PM,2011,9,7,36,2,"(41.968637, -87.800097)"
2011-09-07,8:40:22 PM,2011,9,7,36,2,"(41.969055, -87.800072)"
2011-09-07,8:40:32 PM,2011,9,7,36,2,"(41.969528, -87.800072)"
2011-09-07,8:40:42 PM,2011,9,7,36,2,"(41.96998, -87.80006)"
2011-09-07,8:40:52 PM,2011,9,7,36,2,"(41.97032, -87.80004)"
2011-09-07,8:41:02 PM,2011,9,7,36,2,"(41.97085, -87.800045)"
2011-09-07,8:41:12 PM,2011,9,7,36,2,"(41.971378, -87.800038)"
2011-09-07,8:41:22 PM,2011,9,7,36,2,"(41.97191, -87.800033)"
2011-09-07,8:41:32 PM,2011,9,7,36,2,"(41.972512, -87.80003)"
2011-09-07,8:41:42 PM,2011,9,7,36,2,"(41.973112, -87.800018)"
